title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo for sale,,San Francisco,CA,94102,"$785,000 ","1 bds, 1.0 ba ,605 sqft",,https://www.zillow.com/homedetails/8-Buchanan-St-UNIT-502-San-Francisco-CA-94102/124398064_zpid/
Condo for sale,,San Francisco,CA,94102,"$1,495,000 ","2 bds, 2.0 ba ,1155 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/301-Gough-St-APT-1-San-Francisco-CA-94102/2078675308_zpid/
New construction,,San Francisco,CA,94102,"$739,000+","1 bds, 1.0 ba ,568 sqft",,https://www.zillow.com/community/elevant/2076661082_zpid/
House for sale,,San Francisco,CA,94102,"$20,000,000 ","None bds, None ba ,26152 sqft",,https://www.zillow.com/homedetails/435-Powell-St-441-San-Francisco-CA-94102/2073708905_zpid/
House for sale,,San Francisco,CA,94102,"$2,500,000 ","4 bds, 3.0 ba ,4200 sqft",Compass,https://www.zillow.com/homedetails/176-Page-St-San-Francisco-CA-94102/2073740731_zpid/
House for sale,,San Francisco,CA,94102,"$3,800,000 ","8 bds, 6.0 ba ,6330 sqft",Compass,https://www.zillow.com/homedetails/176-Page-St-178-San-Francisco-CA-94102/2073926620_zpid/
New construction,,San Francisco,CA,94102,"$1,199,000+","2 bds, 2.0 ba ,1092 sqft",,https://www.zillow.com/community/fulton-555/2076668386_zpid/
New construction,,San Francisco,CA,94102,"$1,099,000+","2 bds, 2.0 ba ,836 sqft",,https://www.zillow.com/community/fulton-555/2078125034_zpid/
New construction,,San Francisco,CA,94102,"$1,047,000+","2 bds, 1.0 ba ,798 sqft",,https://www.zillow.com/community/fulton-555/2077321395_zpid/
New construction,,San Francisco,CA,94102,"$599,000+","None bds, 1.0 ba ,536 sqft",,https://www.zillow.com/community/fulton-555/2076789019_zpid/
Condo for sale,,San Francisco,CA,94102,"$1,199,000 ","2 bds, 2.0 ba ,1219 sqft",Compass SF,https://www.zillow.com/homedetails/368-Elm-St-APT-107-San-Francisco-CA-94102/79844576_zpid/
Condo for sale,,San Francisco,CA,94102,"$615,000 ","0 bds, 1.0 ba ,525 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/77-Van-Ness-Ave-702-San-Francisco-CA-94102/2137458983_zpid/
Condo for sale,,San Francisco,CA,94102,"$939,000 ","2 bds, 2.0 ba ,1099 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-5-San-Francisco-CA-94102/15077612_zpid/
Condo for sale,,San Francisco,CA,94102,"$745,000 ","1 bds, 1.0 ba ,716 sqft",CDMG at Fulton 555,https://www.zillow.com/homedetails/555-Fulton-St-UNIT-435-San-Francisco-CA-94102/2078125037_zpid/
New construction,,San Francisco,CA,94102,"$719,000+","1 bds, 1.0 ba ,708 sqft",,https://www.zillow.com/community/fulton-555/2077827427_zpid/
Condo for sale,,San Francisco,CA,94102,"$495,000 ","1 bds, 1.0 ba ,556 sqft",Generation Real Estate,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-531-San-Francisco-CA-94102/15077687_zpid/
New construction,,San Francisco,CA,94102,"$719,000+","1 bds, 1.0 ba ,712 sqft",,https://www.zillow.com/community/fulton-555/2077827425_zpid/
Condo for sale,,San Francisco,CA,94102,"$1,650,000 ","2 bds, 2.0 ba ,1360 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/233-Franklin-St-APT-406-San-Francisco-CA-94102/111710783_zpid/
House for sale,,San Francisco,CA,94102,"$1,500,000 ","3 bds, None ba ,2200 sqft",City Real Estate,https://www.zillow.com/homedetails/424-Linden-St-San-Francisco-CA-94102/2075183663_zpid/
New construction,,San Francisco,CA,94102,"$999,000+","2 bds, 2.0 ba ,719 sqft",,https://www.zillow.com/community/fulton-555/2077321394_zpid/
New construction,,San Francisco,CA,94102,"$998,000 ","2 bds, 2.0 ba ,977 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/555-Golden-Gate-Ave-306-San-Francisco-CA-94102/2075206855_zpid/
Condo for sale,,San Francisco,CA,94102,"$999,000 ","1 bds, 1.0 ba ,804 sqft",Mosaik Real Estate,https://www.zillow.com/homedetails/580-Hayes-St-UNIT-404-San-Francisco-CA-94102/249665226_zpid/
Condo for sale,,San Francisco,CA,94102,"$1,499,000 ","1 bds, 2.0 ba ,1121 sqft",City Real Estate,https://www.zillow.com/homedetails/450-Hayes-St-TOWNHOUSE-San-Francisco-CA-94102/2074096329_zpid/
Condo for sale,,San Francisco,CA,94102,"$679,000 ","1 bds, 1.0 ba ,709 sqft",Compass,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-543-San-Francisco-CA-94102/15077691_zpid/
House for sale,,San Francisco,CA,94102,"$3,290,000 ","6 bds, 6.0 ba ,3816 sqft",Avenue 8 Inc.,https://www.zillow.com/homedetails/371-Haight-St-375-San-Francisco-CA-94102/2076570597_zpid/
New construction,,San Francisco,CA,94102,"$1,199,000+","2 bds, 2.0 ba ,920 sqft",,https://www.zillow.com/community/fulton-555/2078125035_zpid/
New construction,,San Francisco,CA,94102,"$649,000 ","1 bds, 1.0 ba ,568 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/555-Golden-Gate-Ave-203-San-Francisco-CA-94102/2075418243_zpid/
House for sale,,San Francisco,CA,94102,"$2,995,000 ","10 bds, 3.0 ba ,4440 sqft",Compass,https://www.zillow.com/homedetails/533-Oak-St-537-San-Francisco-CA-94102/2075424147_zpid/
Condo for sale,,San Francisco,CA,94102,"$690,000 ","1 bds, 1.0 ba ,None sqft",Corcoran Global Living,https://www.zillow.com/homedetails/77-Van-Ness-Ave-609-San-Francisco-CA-94102/2137459226_zpid/
New construction,,San Francisco,CA,94102,"$1,199,000+","2 bds, 2.0 ba ,1131 sqft",,https://www.zillow.com/community/fulton-555/2077830270_zpid/
Condo for sale,,San Francisco,CA,94102,"$449,000 ","1 bds, 1.0 ba ,398 sqft",Compass,https://www.zillow.com/homedetails/83-Mcallister-St-APT-109-San-Francisco-CA-94102/79841884_zpid/
New construction,,San Francisco,CA,94102,"$599,000+","1 bds, 1.0 ba ,500 sqft",,https://www.zillow.com/community/fulton-555/2077827426_zpid/
Lot / Land for sale,,San Francisco,CA,94102,"$2,880,000 ","None bds, None ba ,None sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/380-Ellis-St-San-Francisco-CA-94102/2076570900_zpid/
Condo for sale,,San Francisco,CA,94102,"$1,495,000 ","3 bds, 2.0 ba ,2655 sqft",Vanguard Properties,https://www.zillow.com/homedetails/321-Haight-St-San-Francisco-CA-94102/2077773996_zpid/
Condo for sale,,San Francisco,CA,94102,"$460,000 ","0 bds, 1.0 ba ,518 sqft",Compass,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-128-San-Francisco-CA-94102/15077652_zpid/
New construction,,San Francisco,CA,94102,"$799,000+","1 bds, 1.0 ba ,705 sqft",,https://www.zillow.com/community/fulton-555/2076670214_zpid/
Condo for sale,,San Francisco,CA,94102,"$549,000 ","1 bds, 1.0 ba ,652 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-722-San-Francisco-CA-94102/15077783_zpid/
New construction,,San Francisco,CA,94102,"$849,000 ","2 bds, 1.0 ba ,753 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/555-Golden-Gate-Ave-301-San-Francisco-CA-94102/2075615530_zpid/
Condo for sale,,San Francisco,CA,94102,"$382,521 ","1 bds, 1.0 ba ,674 sqft",Vanguard Properties,https://www.zillow.com/homedetails/55-Page-St-APT-320-San-Francisco-CA-94102/83154061_zpid/
Condo for sale,,San Francisco,CA,94102,"$670,000 ","1 bds, 1.0 ba ,682 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-832-San-Francisco-CA-94102/15077840_zpid/
Condo for sale,,San Francisco,CA,94104,"$2,995,000 ","3 bds, 3.0 ba ,2485 sqft",Marker Real Estate,https://www.zillow.com/homedetails/690-Market-St-UNIT-1102-San-Francisco-CA-94104/89238030_zpid/
Condo for sale,,San Francisco,CA,94104,"$1,595,000 ","2 bds, 2.0 ba ,1510 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/333-Bush-St-APT-3704-San-Francisco-CA-94104/15069224_zpid/
Condo for sale,,San Francisco,CA,94104,"$679,000 ","1 bds, 1.0 ba ,565 sqft",Compass,https://www.zillow.com/homedetails/201-Sansome-St-UNIT-605-San-Francisco-CA-94104/79844033_zpid/
Condo for sale,,San Francisco,CA,94104,"$948,000 ","1 bds, 1.0 ba ,806 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/201-Sansome-St-UNIT-604-San-Francisco-CA-94104/79846335_zpid/
Condo for sale,,San Francisco,CA,94104,"$1,599,000 ","2 bds, 2.0 ba ,1431 sqft",BarbCo,https://www.zillow.com/homedetails/690-Market-St-UNIT-1803-San-Francisco-CA-94104/89236510_zpid/
Condo for sale,,San Francisco,CA,94104,"$995,000 ","1 bds, 2.0 ba ,1290 sqft",Compass,https://www.zillow.com/homedetails/690-Market-St-201-San-Francisco-CA-94104/89238930_zpid/
Condo for sale,,San Francisco,CA,94104,"$749,000 ","1 bds, 1.0 ba ,658 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/201-Sansome-St-UNIT-501-San-Francisco-CA-94104/79843055_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,195,000 ","2 bds, 2.0 ba ,1565 sqft",San Francisco Marketing,https://www.zillow.com/homedetails/520-6th-St-APT-14-San-Francisco-CA-94103/2089902919_zpid/
Condo for sale,,San Francisco,CA,94103,"$595,000 ","1 bds, 1.0 ba ,541 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3250-16th-St-APT-1-San-Francisco-CA-94103/15143314_zpid/
New construction,,San Francisco,CA,94103,"$700,000 ","2 bds, 2.0 ba ,955 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/1376-Natoma-St-San-Francisco-CA-94103/2077146486_zpid/
New construction,,San Francisco,CA,94103,"$949,000 ","2 bds, 2.0 ba ,844 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1075-Market-St-UNIT-413-San-Francisco-CA-94103/303806296_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,349,000 ","2 bds, 1.0 ba ,1547 sqft",Compass,https://www.zillow.com/homedetails/245-5th-St-SUITE-311-San-Francisco-CA-94103/15147506_zpid/
Multi-family home for sale,,San Francisco,CA,94103,"$1,995,000 ","9 bds, 2.0 ba ,3598 sqft",,https://www.zillow.com/homedetails/1334-Natoma-St-San-Francisco-CA-94103/2073660673_zpid/
Condo for sale,,San Francisco,CA,94103,"$895,000 ","1 bds, 1.0 ba ,815 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1875-Mission-St-APT-311-San-Francisco-CA-94103/184816797_zpid/
Condo for sale,,San Francisco,CA,94103,"$685,000 ","1 bds, 1.0 ba ,795 sqft","Keller, Scott",https://www.zillow.com/homedetails/140-S-Van-Ness-Ave-UNIT-630-San-Francisco-CA-94103/64969436_zpid/
Condo for sale,,San Francisco,CA,94103,"$998,000 ","2 bds, 3.0 ba ,1470 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/786-Minna-St-APT-4-San-Francisco-CA-94103/80756291_zpid/
New construction,,San Francisco,CA,94103,"$1,373,000+","2 bds, 2.0 ba ,981 sqft",,https://www.zillow.com/community/oneeleven/2078125030_zpid/
New construction,,San Francisco,CA,94103,"$789,000+","1 bds, 1.0 ba ,690 sqft",,https://www.zillow.com/community/oneeleven/2077252418_zpid/
Under Contract,,San Francisco,CA,94103,"$1,175,000 ","2 bds, 2.0 ba ,1319 sqft",Compass,https://www.zillow.com/homedetails/590-6th-St-APT-312-San-Francisco-CA-94103/80755342_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,400,000 ","3 bds, 2.0 ba ,1264 sqft",,https://www.zillow.com/homedetails/45-Adair-St-APT-B-San-Francisco-CA-94103/63197159_zpid/
Condo for sale,,San Francisco,CA,94103,"$378,000 ","0 bds, 1.0 ba ,298 sqft",Compass,https://www.zillow.com/homedetails/195-7th-St-APT-407-San-Francisco-CA-94103/15147334_zpid/
Condo for sale,,San Francisco,CA,94103,"$699,000 ","1 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/788-Minna-St-UNIT-505-San-Francisco-CA-94103/2101376917_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,695,000 ","2 bds, 2.0 ba ,2018 sqft",Compass,https://www.zillow.com/homedetails/2-Mint-Plz-SUITE-502-San-Francisco-CA-94103/80739660_zpid/
New construction,,San Francisco,CA,94103,"$1,171,000+","2 bds, 2.0 ba ,976 sqft",,https://www.zillow.com/community/oneeleven/2078125028_zpid/
House for sale,,San Francisco,CA,94103,"$1,150,000 ","2 bds, 2.0 ba ,1250 sqft",Compass SF,https://www.zillow.com/homedetails/55-Dolores-St-APT-2-San-Francisco-CA-94103/2092874108_zpid/
Condo for sale,,San Francisco,CA,94103,"$949,000 ","1 bds, 1.0 ba ,888 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1234-Howard-St-APT-4D-San-Francisco-CA-94103/2074474354_zpid/
Under Contract,,San Francisco,CA,94103,"$1,595,000 ","4 bds, 1.0 ba ,1894 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/269-Dolores-St-San-Francisco-CA-94103/15143248_zpid/
Condo for sale,,San Francisco,CA,94103,"$938,000 ","2 bds, 1.0 ba ,925 sqft",Park North Real Estate,https://www.zillow.com/homedetails/1350-Stevenson-St-A-San-Francisco-CA-94103/89236629_zpid/
Condo for sale,,San Francisco,CA,94103,"$949,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/338-Potrero-Ave-UNIT-404-San-Francisco-CA-94103/241586690_zpid/
New construction,,San Francisco,CA,94103,"$599,000+","1 bds, 1.0 ba ,529 sqft",,https://www.zillow.com/community/oneeleven/2076986436_zpid/
Condo for sale,,San Francisco,CA,94103,"$710,000 ","1 bds, 1.0 ba ,626 sqft",Compass,https://www.zillow.com/homedetails/1875-Mission-St-APT-208-San-Francisco-CA-94103/184816795_zpid/
Condo for sale,,San Francisco,CA,94103,"$749,000 ","1 bds, 1.0 ba ,664 sqft",Compass,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-1112-San-Francisco-CA-94103/83152708_zpid/
New construction,,San Francisco,CA,94103,"$825,000+","1 bds, 1.0 ba ,644 sqft",,https://www.zillow.com/community/oneeleven/2078125029_zpid/
Under Contract,,San Francisco,CA,94103,"$775,000 ","1 bds, 1.0 ba ,862 sqft",,https://www.zillow.com/homedetails/485-Tehama-St-UNIT-2-San-Francisco-CA-94103/15147491_zpid/
House for sale,,San Francisco,CA,94103,"$1,485,000 ","3 bds, 2.0 ba ,None sqft","Andersen, Jung & Co.",https://www.zillow.com/homedetails/1035-Natoma-St-San-Francisco-CA-94103/15142447_zpid/
Condo for sale,,San Francisco,CA,94103,"$420,000 ","0 bds, 1.0 ba ,341 sqft",Compass SF,https://www.zillow.com/homedetails/195-7th-St-APT-410-San-Francisco-CA-94103/15147337_zpid/
Condo for sale,,San Francisco,CA,94103,"$895,000 ","1 bds, 2.0 ba ,875 sqft",Compass,https://www.zillow.com/homedetails/1025-Minna-St-APT-7-San-Francisco-CA-94103/67394481_zpid/
New construction,,San Francisco,CA,94103,"$495,000 ","0 bds, 1.0 ba ,494 sqft",Compass,https://www.zillow.com/homedetails/270-Valencia-St-APT-205-San-Francisco-CA-94103/69820017_zpid/
House for sale,,San Francisco,CA,94103,"$2,400,000 ","12 bds, None ba ,4875 sqft",Vanguard Properties,https://www.zillow.com/homedetails/121-Shotwell-St-125-San-Francisco-CA-94103/2075257602_zpid/
Condo for sale,,San Francisco,CA,94103,"$431,846 ","2 bds, 2.0 ba ,932 sqft",Vanguard Properties,https://www.zillow.com/homedetails/537-Natoma-St-403-San-Francisco-CA-94103/121306360_zpid/
Condo for sale,,San Francisco,CA,94103,"$799,000 ","1 bds, 1.0 ba ,739 sqft",Compass,https://www.zillow.com/homedetails/2-Mint-Plz-SUITE-408-San-Francisco-CA-94103/82785956_zpid/
Condo for sale,,San Francisco,CA,94103,"$699,000 ","1 bds, 1.0 ba ,589 sqft",Compass SF,https://www.zillow.com/homedetails/6-Mint-Plz-APT-201A-San-Francisco-CA-94103/89238764_zpid/
Condo for sale,,San Francisco,CA,94103,"$699,000 ","1 bds, 1.0 ba ,664 sqft",Vanguard Properties,https://www.zillow.com/homedetails/788-Minna-St-UNIT-305-San-Francisco-CA-94103/2079353639_zpid/
Condo for sale,,San Francisco,CA,94103,"$875,000 ","1 bds, 2.0 ba ,1173 sqft",Compass,https://www.zillow.com/homedetails/701-Minna-St-APT-6-San-Francisco-CA-94103/80740017_zpid/
Condo for sale,,San Francisco,CA,94103,"$799,000 ","1 bds, 1.0 ba ,745 sqft",JODI Group,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-2203-San-Francisco-CA-94103/83154267_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,275,000 ","2 bds, 2.0 ba ,1201 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1160-Mission-St-UNIT-1208-San-Francisco-CA-94103/83153445_zpid/
Under Contract,,San Francisco,CA,94103,"$999,000 ","2 bds, 2.0 ba ,None sqft",Kinoko,https://www.zillow.com/homedetails/338-Potrero-Ave-UNIT-504-San-Francisco-CA-94103/241586691_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,649,000 ","2 bds, 2.0 ba ,1259 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/501-Beale-St-UNIT-8D-San-Francisco-CA-94105/69819273_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,599,000 ","2 bds, 2.0 ba ,1491 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/338-Main-St-27C-San-Francisco-CA-94105/2080573644_zpid/
Condo for sale,,San Francisco,CA,94105,"$549,000 ","1 bds, 1.0 ba ,476 sqft",,https://www.zillow.com/homedetails/69-Clementina-St-UNIT-403-San-Francisco-CA-94105/69819230_zpid/
Condo for sale,,San Francisco,CA,94105,"$749,000 ","1 bds, 1.0 ba ,694 sqft",Compass,https://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-307-San-Francisco-CA-94105/82785963_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,200,000 ","2 bds, 2.0 ba ,1268 sqft",Compass,https://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,150,000 ","2 bds, 2.0 ba ,995 sqft",Compass,https://www.zillow.com/homedetails/50-Lansing-St-UNIT-505-San-Francisco-CA-94105/71713730_zpid/
New construction,,San Francisco,CA,94105,"$6,895,000+","3 bds, 3.0 ba ,2559 sqft",,https://www.zillow.com/community/one-steuart-lane/2074319876_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,588,000 ","1 bds, 2.0 ba ,1354 sqft",Epic Real Estate & Asso. Inc.,https://www.zillow.com/homedetails/201-Folsom-St-APT-2C-San-Francisco-CA-94105/249698484_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,050,000 ","1 bds, 1.0 ba ,798 sqft",Vanguard Properties,https://www.zillow.com/homedetails/318-Spear-St-UNIT-8G-San-Francisco-CA-94105/89239442_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,299,000 ","2 bds, 2.0 ba ,1215 sqft","JSL Realty, Inc.",https://www.zillow.com/homedetails/400-Beale-St-APT-1806-San-Francisco-CA-94105/67090204_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,095,000 ","1 bds, 1.0 ba ,851 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/201-Folsom-St-8H-San-Francisco-CA-94105/2077437935_zpid/
New construction,,San Francisco,CA,94105,"$1,850,000+","2 bds, 2.0 ba ,1515 sqft",,https://www.zillow.com/community/mira/2075431293_zpid/
Condo for sale,,San Francisco,CA,94105,"$799,000 ","1 bds, 1.0 ba ,710 sqft",Real Estate Advisor Group,https://www.zillow.com/homedetails/425-1st-St-UNIT-905-San-Francisco-CA-94105/82786035_zpid/
New construction,,San Francisco,CA,94105,"$825,000 ","1 bds, 1.0 ba ,710 sqft",Skybox Realty,https://www.zillow.com/homedetails/401-Harrison-St-APT-4E-San-Francisco-CA-94105/241586352_zpid/
Condo for sale,,San Francisco,CA,94105,"$3,295,000 ","3 bds, 3.0 ba ,2130 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/501-Beale-St-1C-San-Francisco-CA-94105/69819246_zpid/
New construction,,San Francisco,CA,94105,"$795,000+","1 bds, 1.0 ba ,671 sqft",,https://www.zillow.com/community/mira/2075431292_zpid/
New construction,,San Francisco,CA,94105,"$1,695,000+","3 bds, 2.0 ba ,1457 sqft",,https://www.zillow.com/community/mira/2077119888_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,159,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/333-1st-St-UNIT-601-San-Francisco-CA-94105/2110834737_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,475,000 ","2 bds, 2.0 ba ,1177 sqft",Skybox Realty,https://www.zillow.com/homedetails/75-Folsom-St-APT-902-San-Francisco-CA-94105/15147539_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,925,000 ","2 bds, 3.0 ba ,1845 sqft",Marker Real Estate,https://www.zillow.com/homedetails/301-Mission-St-APT-6F-San-Francisco-CA-94105/111926206_zpid/
New construction,,San Francisco,CA,94105,"$5,995,000 ","3 bds, 4.0 ba ,5223 sqft",Polaris Pacific,https://www.zillow.com/homedetails/201-Folsom-St-41B-San-Francisco-CA-94105/303806110_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,098,000 ","1 bds, 1.0 ba ,851 sqft",,https://www.zillow.com/homedetails/201-Folsom-St-APT-6H-San-Francisco-CA-94105/249698313_zpid/
Condo for sale,,San Francisco,CA,94105,"$610,000 ","0 bds, 1.0 ba ,498 sqft",Compass,https://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-304-San-Francisco-CA-94105/83153516_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,695,000 ","2 bds, 2.0 ba ,1401 sqft",Compass,https://www.zillow.com/homedetails/338-Main-St-UNIT-6G-San-Francisco-CA-94105/2075129122_zpid/
New construction,,San Francisco,CA,94105,"$1,495,000+","2 bds, 2.0 ba ,1097 sqft",,https://www.zillow.com/community/mira/2077811378_zpid/
New construction,,San Francisco,CA,94105,"$1,180,000 ","1 bds, 2.0 ba ,916 sqft","Helena Geng, Broker",https://www.zillow.com/homedetails/333-Beale-St-C3C-San-Francisco-CA-94105/2093318279_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,100,000 ","1 bds, 1.0 ba ,909 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/1-Hawthorne-St-UNIT-20A-San-Francisco-CA-94105/123598577_zpid/
New construction,,San Francisco,CA,94105,"$1,695,000 ","2 bds, 2.0 ba ,1422 sqft",Polaris Pacific,https://www.zillow.com/homedetails/280-Spear-St-6J-San-Francisco-CA-94105/2075169986_zpid/
Condo for sale,,San Francisco,CA,94105,"$599,000 ","0 bds, 1.0 ba ,493 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/403-Main-St-APT-705N-San-Francisco-CA-94105/15148642_zpid/
Condo for sale,,San Francisco,CA,94105,"$798,000 ","1 bds, 1.0 ba ,669 sqft",Parc Bay Real Estate,https://www.zillow.com/homedetails/400-Beale-St-APT-1310-San-Francisco-CA-94105/80739411_zpid/
Condo for sale,,San Francisco,CA,94105,"$639,000 ","1 bds, 1.0 ba ,493 sqft",KW Peninsula Estates,https://www.zillow.com/homedetails/403-Main-St-APT-505N-San-Francisco-CA-94105/15148602_zpid/
Condo for sale,,San Francisco,CA,94105,"$615,000 ","0 bds, 1.0 ba ,486 sqft",Compass,https://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-509-San-Francisco-CA-94105/83153814_zpid/
Condo for sale,,San Francisco,CA,94105,"$595,000 ","0 bds, 1.0 ba ,432 sqft",,https://www.zillow.com/homedetails/201-Harrison-St-UNIT-806-San-Francisco-CA-94105/15148336_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,295,000 ","2 bds, 2.0 ba ,1019 sqft",City Real Estate,https://www.zillow.com/homedetails/501-Beale-St-UNIT-14B-San-Francisco-CA-94105/69819305_zpid/
Condo for sale,,San Francisco,CA,94105,"$850,000 ","1 bds, 1.0 ba ,733 sqft",Skybox Realty,https://www.zillow.com/homedetails/338-Spear-St-UNIT-4H-San-Francisco-CA-94105/89238256_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,195,000 ","1 bds, None ba ,840 sqft",Compass,https://www.zillow.com/homedetails/401-Harrison-St-APT-38A-San-Francisco-CA-94105/249698617_zpid/
Condo for sale,,San Francisco,CA,94105,"$915,000 ","1 bds, 1.0 ba ,873 sqft",Compass,https://www.zillow.com/homedetails/338-Main-St-UNIT-4D-San-Francisco-CA-94105/2097352499_zpid/
Under Contract,,San Francisco,CA,94105,"$1,729,000 ","2 bds, 2.0 ba ,1434 sqft",Engel & Voelkers San Francisco,https://www.zillow.com/homedetails/318-Main-St-UNIT-6H-San-Francisco-CA-94105/2077911203_zpid/
New construction,,San Francisco,CA,94105,"$3,800,000 ","2 bds, 2.0 ba ,1637 sqft",CDMG at 181 Fremont St.,https://www.zillow.com/homedetails/181-Fremont-St-UNIT-61D-San-Francisco-CA-94105/249665497_zpid/
Condo for sale,,San Francisco,CA,94105,"$925,000 ","1 bds, 1.0 ba ,789 sqft",Compass SF,https://www.zillow.com/homedetails/301-Mission-St-APT-3D-San-Francisco-CA-94105/111920671_zpid/
House for sale,,San Francisco,CA,94123,"$21,000,000 ","7 bds, 11.0 ba ,16000 sqft",,https://www.zillow.com/homedetails/2820-Scott-St-San-Francisco-CA-94123/2143821426_zpid/
Under Contract,,San Francisco,CA,94123,"$3,750,000 ","4 bds, 4.0 ba ,3774 sqft",Compass,https://www.zillow.com/homedetails/2209-N-Point-St-San-Francisco-CA-94123/15079885_zpid/
Condo for sale,,San Francisco,CA,94123,"$2,250,000 ","3 bds, 2.0 ba ,None sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2465-Union-St-APT-2-San-Francisco-CA-94123/15071861_zpid/
House for sale,,San Francisco,CA,94123,"$7,250,000 ","5 bds, 5.0 ba ,4175 sqft",Compass,https://www.zillow.com/homedetails/2850-Union-St-San-Francisco-CA-94123/15080546_zpid/
New construction,,San Francisco,CA,94123,"$5,500,000+","3 bds, 3.0 ba ,1940 sqft",,https://www.zillow.com/community/union-house/2076638307_zpid/
House for sale,,San Francisco,CA,94123,"$7,600,000 ","12 bds, None ba ,9450 sqft",Trident Real Estate,https://www.zillow.com/homedetails/2785-Green-St-2795-San-Francisco-CA-94123/2073748994_zpid/
Under Contract,,San Francisco,CA,94123,"$1,250,000 ","2 bds, 2.0 ba ,1128 sqft",City Real Estate,https://www.zillow.com/homedetails/3235-Gough-St-APT-104-San-Francisco-CA-94123/2111933695_zpid/
House for sale,,San Francisco,CA,94123,"$2,295,000 ","3 bds, 3.0 ba ,2442 sqft",Compass,https://www.zillow.com/homedetails/3130-Baker-St-San-Francisco-CA-94123/15080124_zpid/
Under Contract,,San Francisco,CA,94123,"$849,000 ","1 bds, 1.0 ba ,670 sqft",Golden Gate Sotheby's Intl,https://www.zillow.com/homedetails/1734-Bay-St-APT-205-San-Francisco-CA-94123/15069814_zpid/
New construction,,San Francisco,CA,94123,"$1,950,000+","2 bds, 2.0 ba ,1124 sqft",,https://www.zillow.com/community/union-house/2080127401_zpid/
